
{LOG }: Start Time = 2021/06/08 12:07:25 

[ 2021/06/08 12:07:25 ]   Chache: IPfile init 464 ip in ../res/dnsrelay.txt
[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:26850 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:26850 ] for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 26850 ]: url [
rb01-qd0ltfreepboxtk] to ip 127.0.0.1 with 1 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9437 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9437 ] maybe query for qd-lt-01freepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9437 to 50 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:1216 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:1216 ] for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 1216 ]: url [	jp-aga-02cn-jidian-01com] to ip 127.0.0.1 with 2 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:24 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:24 ] maybe query for hktestas9929xyz from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 24 to 51 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:62697 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:62697 ] maybe query for qd-lt-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 62697 to 52 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:62697 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:62697 ] maybe query for qd-lt-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 62697 to 53 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:24 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:24 ] maybe query for hktestas9929xyz from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 24 to 54 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:3779 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:3779 ] maybe query for cz-02cn-jidian-01cf from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 3779 to 55 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:1216 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:1216 ] for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 1216 ]: url [	jp-aga-02cn-jidian-01com] to ip 127.0.0.1 with 2 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9437 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9437 ] maybe query for qd-lt-01freepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9437 to 56 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:26850 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:26850 ] for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 26850 ]: url [
rb01-qd0ltfreepboxtk] to ip 127.0.0.1 with 1 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29853 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   Chache: Dated url : jm-yd-ddcn-jidian-01com

[ 2021/06/08 12:14:08 ]   [ id:29853 ] maybe query for jm-yd-ddcn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 29853 to 57 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:1216 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:1216 ] for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 1216 ]: url [	jp-aga-02cn-jidian-01com] to ip 127.0.0.1 with 2 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:24 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:24 ] maybe query for hktestas9929xyz from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 24 to 58 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:62697 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:62697 ] maybe query for qd-lt-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 62697 to 59 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:26850 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:26850 ] for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 26850 ]: url [
rb01-qd0ltfreepboxtk] to ip 127.0.0.1 with 1 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9437 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9437 ] maybe query for qd-lt-01freepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9437 to 60 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:3779 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:3779 ] maybe query for cz-02cn-jidian-01cf from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 3779 to 61 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29853 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   Chache: Dated url : jm-yd-ddcn-jidian-01com

[ 2021/06/08 12:14:08 ]   [ id:29853 ] maybe query for jm-yd-ddcn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 29853 to 62 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29853 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:29853 ] maybe query for jm-yd-ddcn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 29853 to 63 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29853 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:29853 ] maybe query for jm-yd-ddcn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 29853 to 64 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:24 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:24 ] maybe query for hktestas9929xyz from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 24 to 65 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:62697 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:62697 ] maybe query for qd-lt-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 62697 to 66 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:1216 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:1216 ] for 	jp-aga-02cn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 1216 ]: url [	jp-aga-02cn-jidian-01com] to ip 127.0.0.1 with 2 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9437 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9437 ] maybe query for qd-lt-01freepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9437 to 67 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:3779 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:3779 ] maybe query for cz-02cn-jidian-01cf from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 3779 to 68 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:26850 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   IPV4 Query [ id:26850 ] for 
rb01-qd0ltfreepboxtk from client.

[ 2021/06/08 12:14:08 ]   <<==Send a local or chache info [ id 26850 ]: url [
rb01-qd0ltfreepboxtk] to ip 127.0.0.1 with 1 answers

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29853 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:29853 ] maybe query for jm-yd-ddcn-jidian-01com from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 29853 to 69 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28611 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   Chache: Dated url : cn-ns-01guidecnscom

[ 2021/06/08 12:14:08 ]   [ id:28611 ] maybe query for cn-ns-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 28611 to 70 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28611 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   Chache: Dated url : cn-ns-01guidecnscom

[ 2021/06/08 12:14:08 ]   [ id:28611 ] maybe query for cn-ns-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 28611 to 71 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28611 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:28611 ] maybe query for cn-ns-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 28611 to 72 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28611 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:28611 ] maybe query for cn-ns-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 28611 to 73 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28611 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:28611 ] maybe query for cn-ns-01guidecnscom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 28611 to 74 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9316 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9316 ] maybe query for vortexdata	microsoftcom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9316 to 75 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:0 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:38965 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:1 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:38965 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54823 -id 38965 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:2 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:38965 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:3 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:38965 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:4 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:38965 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:5 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:54717 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:6 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:54717 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54823 -id 54717 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54823 -id 54717 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:7 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:54717 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54823 -id 54717 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:54823 -id 54717 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:8 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:54717 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:54717 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:10 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:55345 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:11 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:55345 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:12 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:55345 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:13 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:55345 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:9316 ] qr:0 ancount:0 qdcount:1 from IP 127.0.0.1

[ 2021/06/08 12:14:08 ]   [ id:9316 ] maybe query for vortexdata	microsoftcom from client.

[ 2021/06/08 12:14:08 ]   <<==Change id from 9316 to 0 and send to Server

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:14 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:55345 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:15 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:48513 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:16 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:48513 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:17 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:48513 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:18 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:48513 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:19 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:48513 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:20 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:27849 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:21 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:27849 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:22 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:27849 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:23 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:27849 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:24 ] qr:1 ancount:5 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:27849 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:25 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:57795 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:26 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:57795 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:27 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:57795 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:28 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:57795 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:29 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:57795 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:30 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:7117 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:31 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:7117 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:32 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:7117 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:33 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:7117 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:34 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:7117 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:35 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:587 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:36 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:587 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:37 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:587 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:38 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:587 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:39 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:587 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:40 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:56283 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:41 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:56283 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:42 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:56283 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:43 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:56283 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:44 ] qr:1 ancount:2 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:56283 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:45 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:3779 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49905 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:56506 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:46 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9437 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:47 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:24 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:48 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:62697 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:49 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:3779 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:56506 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49905 -id 3779 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:50 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9437 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:51 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:24 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:52 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:62697 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:53 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:62697 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:54 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:24 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49905 -id 24 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:55 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:3779 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:56 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9437 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:56506 -id 9437 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:49905 -id 9437 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:58 ] qr:1 ancount:3 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:24 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ****>>Recv return -1 from ip: 127.0.0.1 port:56506 -id 24 [error: 10054] 

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:59 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:62697 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:60 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

[ 2021/06/08 12:14:08 ]   <<==Send back it as [ id:9437 ] to client IP: 127.0.0.1

[ 2021/06/08 12:14:08 ]   ==>>Recv [ id:61 ] qr:1 ancount:1 qdcount:1 from IP 10.3.9.44

